DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO_Codes,Victim Age,Victim Sex,Victim_Descent,Premise Code,Premise Description,Address,Cross Street,Lat,Long,Latitude,Longitude
181608791,4/29/18,4/29/18,955,16,Foothill,1678,997,TRAFFIC COLLISION,Veh vs Bike,57,F,White,101,STREET,LA TUNA CANYON               RD,210                          FY,34.2297,-118.339,34.2297,-118.339
181608871,5/2/18,5/2/18,1305,16,Foothill,1675,997,TRAFFIC COLLISION,Veh vs Bike,35,M,Hispanic/Latin/Mexican,101,STREET,PENDLETON                    ST,GLENOAKS                     BL,34.2364,-118.3761,34.2364,-118.3761
181606480,3/5/18,3/5/18,1205,16,Foothill,1699,997,TRAFFIC COLLISION,Veh vs Bike,57,M,White,101,STREET,SAN FERNANDO                 RD,ARCOLA                       AV,34.2088,-118.3531,34.2088,-118.3531
181605010,1/27/18,1/27/18,1400,16,Foothill,1676,997,TRAFFIC COLLISION,Veh vs Bike,58,F,White,101,STREET,GLENOAKS                     BL,VINEDALE                     AV,34.2287,-118.3665,34.2287,-118.3665
181609753,5/25/18,5/25/18,755,16,Foothill,1653,997,TRAFFIC COLLISION,Veh vs Bike,40,M,Hispanic/Latin/Mexican,101,STREET,SAN FERNANDO                 RD,MONTAGUE                     ST,34.2512,-118.4063,34.2512,-118.4063
181522597,12/10/18,12/10/18,1920,15,N Hollywood,1504,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,SATICOY                      ST,LANKERSHIM                   BL,34.2085,-118.3878,34.2085,-118.3878
181605210,2/1/18,2/1/18,2145,16,Foothill,1617,997,TRAFFIC COLLISION,Veh vs Bike,45,M,Black,101,STREET,FOOTHILL                     BL,TURNBOW                      DR,34.2613,-118.3255,34.2613,-118.3255
181706508,2/22/18,2/15/18,2240,17,Devonshire,1797,997,TRAFFIC COLLISION,Veh vs Bike,20,F,Hispanic/Latin/Mexican,101,STREET,HAYVENHURST                  AV,CHASE                        ST,34.2248,-118.4939,34.2248,-118.4939
181613282,8/23/18,8/23/18,1505,16,Foothill,1623,997,TRAFFIC COLLISION,Veh vs Bike,26,M,Other,101,STREET,VAN NUYS                     BL,LEHIGH                       AV,34.2697,-118.4172,34.2697,-118.4172
181613410,8/27/18,8/26/18,1930,16,Foothill,1623,997,TRAFFIC COLLISION,Veh vs Bike,44,F,Hispanic/Latin/Mexican,101,STREET,GLENOAKS                     BL,VAN NUYS                     BL,34.2737,-118.4117,34.2737,-118.4117
181706048,2/13/18,2/12/18,2220,17,Devonshire,1792,997,TRAFFIC COLLISION,Veh vs Bike,33,F,White,101,STREET,PARTHENIA                    ST,CORBIN                       AV,34.2282,-118.5623,34.2282,-118.5623
181707281,3/9/18,3/9/18,1140,17,Devonshire,1785,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Hispanic/Latin/Mexican,101,STREET,RESEDA                       BL,PRAIRIE                      ST,34.2391,-118.5361,34.2391,-118.5361
181616115,11/6/18,11/6/18,810,16,Foothill,1681,997,TRAFFIC COLLISION,Veh vs Bike,37,F,Hispanic/Latin/Mexican,101,STREET,ARLETA                       AV,WICKS                        ST,34.2271,-118.4107,34.2271,-118.4107
181707291,3/9/18,3/9/18,1400,17,Devonshire,1737,997,TRAFFIC COLLISION,Veh vs Bike,37,F,Other Asian,101,STREET,BALBOA                       BL,SAN FERNANDO MISSION         BL,34.272,-118.5022,34.272,-118.5022
181617785,12/18/18,12/18/18,845,16,Foothill,1663,997,TRAFFIC COLLISION,Veh vs Bike,30,M,Hispanic/Latin/Mexican,101,STREET,SHELDON,LAUREL CANYON,34.2319,-118.4038,34.2319,-118.4038
181615699,10/25/18,10/25/18,1820,16,Foothill,1658,997,TRAFFIC COLLISION,Veh vs Bike,49,M,Hispanic/Latin/Mexican,101,STREET,HAINES CANYON,BECKETT,34.2527,-118.2794,34.2527,-118.2794
181710286,5/8/18,5/8/18,1310,17,Devonshire,1735,997,TRAFFIC COLLISION,Veh vs Bike,55,M,Other,101,STREET,BALBOA                       BL,SAN FERNANDO MISSION         BL,34.272,-118.5022,34.272,-118.5022
181709921,5/1/18,4/30/18,1900,17,Devonshire,1775,997,TRAFFIC COLLISION,Veh vs Bike,21,F,Hispanic/Latin/Mexican,101,STREET,PLUMMER                      ST,BALBOA                       BL,34.243,-118.5025,34.243,-118.5025
181716925,10/1/18,9/30/18,2140,17,Devonshire,1767,997,TRAFFIC COLLISION,Veh vs Bike,,F,Hispanic/Latin/Mexican,101,STREET,RESEDA                       BL,PLUMMER                      ST,34.2428,-118.5361,34.2428,-118.5361
181715927,9/8/18,9/7/18,2300,17,Devonshire,1755,997,TRAFFIC COLLISION,Veh vs Bike,30,M,Black,101,STREET,LASSEN                       ST,ZELZAH                       AV,34.25,-118.5233,34.25,-118.5233
181709301,4/19/18,4/18/18,745,17,Devonshire,1766,997,TRAFFIC COLLISION,Veh vs Bike,33,M,White,101,STREET,WILBUR                       AV,LASSEN                       ST,34.25,-118.5448,34.25,-118.5448
181709465,4/23/18,4/23/18,740,17,Devonshire,1745,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,NORDHOFF                     ST,AQUEDUCT                     AV,34.2611,-118.5158,34.2611,-118.5158
181715239,8/24/18,8/24/18,1445,17,Devonshire,1749,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,HASKELL                      AV,DEVONSHIRE                   ST,34.2574,-118.4761,34.2574,-118.4761
181710352,5/5/18,5/5/18,1730,17,Devonshire,1795,997,TRAFFIC COLLISION,Veh vs Bike,58,M,Hispanic/Latin/Mexican,101,STREET,LINDLEY                      AV,CHASE                        ST,34.2246,-118.5274,34.2246,-118.5274
181708411,4/1/18,4/1/18,1425,17,Devonshire,1751,997,TRAFFIC COLLISION,Veh vs Bike,58,F,White,101,STREET,LASSEN                       ST,OWENSMOUTH                   AV,34.25,-118.6017,34.25,-118.6017
181710238,5/7/18,5/7/18,925,17,Devonshire,1797,997,TRAFFIC COLLISION,Veh vs Bike,65,M,White,101,STREET,WOODLEY                      AV,PARTHENIA                    ST,34.2284,-118.4851,34.2284,-118.4851
181714945,8/19/18,8/18/18,1900,17,Devonshire,1762,997,TRAFFIC COLLISION,Veh vs Bike,42,M,White,101,STREET,MASON                        AV,LASSEN                       ST,34.25,-118.5798,34.25,-118.5798
181715258,8/21/18,8/21/18,830,17,Devonshire,1728,997,TRAFFIC COLLISION,Veh vs Bike,,M,White,101,STREET,WILBUR                       AV,CHATSWORTH                   ST,34.2707,-118.5345,34.2707,-118.5345
181712263,6/20/18,6/20/18,1755,17,Devonshire,1785,997,TRAFFIC COLLISION,Veh vs Bike,32,M,White,101,STREET,RESEDA                       BL,NORDHOFF                     ST,34.2355,-118.5361,34.2355,-118.5361
181710135,5/4/18,5/4/18,1440,17,Devonshire,1781,997,TRAFFIC COLLISION,Veh vs Bike,48,M,White,101,STREET,NORDHOFF                     ST,WINNETKA                     AV,34.2319,-118.571,34.2319,-118.571
181714044,7/30/18,7/30/18,1620,17,Devonshire,1791,997,TRAFFIC COLLISION,Veh vs Bike,58,M,White,101,STREET,CHASE                        ST,MASON                        AV,34.2246,-118.5798,34.2246,-118.5798
181808062,3/15/18,3/14/18,1500,18,Southeast,1861,997,TRAFFIC COLLISION,Veh vs Bike,23,M,Hispanic/Latin/Mexican,101,STREET,FIGUEROA,IMPERIAL                     HY,33.931,-118.2826,33.931,-118.2826
181719025,11/10/18,11/10/18,2150,17,Devonshire,1794,997,TRAFFIC COLLISION,Veh vs Bike,75,M,White,101,STREET,PARTHENIA                    ST,LINDLEY                      AV,34.2287,-118.5273,34.2287,-118.5273
181808519,3/24/18,3/24/18,1945,18,Southeast,1806,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Hispanic/Latin/Mexican,101,STREET,CENTRAL                      AV,89TH                         ST,33.9556,-118.2564,33.9556,-118.2564
181809815,4/14/18,4/14/18,1220,18,Southeast,1801,997,TRAFFIC COLLISION,Veh vs Bike,39,M,Hispanic/Latin/Mexican,101,STREET,FIGUEROA                     ST,90TH                         ST,33.9551,-118.2827,33.9551,-118.2827
181811495,5/14/18,5/13/18,2155,18,Southeast,1822,997,TRAFFIC COLLISION,Veh vs Bike,25,M,Hispanic/Latin/Mexican,101,STREET,FIGUEROA                     ST,CENTURY                      BL,33.9456,-118.2826,33.9456,-118.2826
181805559,1/29/18,1/28/18,1900,18,Southeast,1862,997,TRAFFIC COLLISION,Veh vs Bike,20,M,Black,101,STREET,BROADWAY,115TH                        ST,33.9301,-118.2782,33.9301,-118.2782
181805533,1/28/18,1/28/18,1245,18,Southeast,1846,997,TRAFFIC COLLISION,Veh vs Bike,24,M,Hispanic/Latin/Mexican,101,STREET,COMPTON                      AV,111TH                        ST,33.9348,-118.2463,33.9348,-118.2463
181810033,4/18/18,4/17/18,745,18,Southeast,1802,997,TRAFFIC COLLISION,Veh vs Bike,60,M,White,101,STREET,MANCHESTER                   AV,FIGUEROA                     ST,33.9601,-118.2827,33.9601,-118.2827
181810289,4/23/18,4/23/18,1035,18,Southeast,1802,997,TRAFFIC COLLISION,Veh vs Bike,64,M,Black,101,STREET,MAIN                         ST,87TH                         ST,33.9591,-118.2739,33.9591,-118.2739
181808960,3/29/18,3/29/18,1036,18,Southeast,1803,997,TRAFFIC COLLISION,Veh vs Bike,35,F,Unknown,101,STREET,WALL                         ST,MANCHESTER                   AV,33.9601,-118.2717,33.9601,-118.2717
181807900,3/12/18,3/7/18,1950,18,Southeast,1841,997,TRAFFIC COLLISION,Veh vs Bike,37,M,Hispanic/Latin/Mexican,102,SIDEWALK,115TH                        ST,VERMONT                      AV,33.9367,-118.2871,33.9367,-118.2871
181806303,2/10/18,2/10/18,1600,18,Southeast,1822,997,TRAFFIC COLLISION,Veh vs Bike,41,M,Black,101,STREET,FIGUEROA                     ST,COLDEN                       AV,33.9492,-118.2827,33.9492,-118.2827
181720173,12/12/18,12/12/18,725,17,Devonshire,1791,997,TRAFFIC COLLISION,Veh vs Bike,52,F,White,101,STREET,WINNETKA,PARTHENIA,34.2282,-118.5711,34.2282,-118.5711
181804118,1/2/18,1/2/18,1800,18,Southeast,1804,997,TRAFFIC COLLISION,Veh vs Bike,,M,Other,101,STREET,CENTRAL,87TH                         ST,33.9593,-118.2564,33.9593,-118.2564
181806010,2/3/18,2/3/18,1220,18,Southeast,1842,997,TRAFFIC COLLISION,Veh vs Bike,57,M,Hispanic/Latin/Mexican,101,STREET,87TH                         ST,MAIN                         ST,33.9347,-118.2761,33.9347,-118.2761
181807999,3/13/18,3/11/18,1445,18,Southeast,1864,997,TRAFFIC COLLISION,Veh vs Bike,50,M,Hispanic/Latin/Mexican,101,STREET,IMPERIAL                     HY,CLOVIS                       AV,33.9296,-118.2565,33.9296,-118.2565
181805750,2/1/18,1/31/18,1625,18,Southeast,1824,997,TRAFFIC COLLISION,Veh vs Bike,78,F,Black,101,STREET,CENTRAL                      AV,103RD                        ST,33.9433,-118.2541,33.9433,-118.2541
181810670,4/29/18,4/29/18,1525,18,Southeast,1801,997,TRAFFIC COLLISION,Veh vs Bike,51,M,Hispanic/Latin/Mexican,101,STREET,87TH                         ST,FIGUEROA                     ST,33.9587,-118.2827,33.9587,-118.2827
181805130,1/21/18,1/21/18,1630,18,Southeast,1822,997,TRAFFIC COLLISION,Veh vs Bike,,M,Black,101,STREET,103RD                        ST,FIGUEROA                     ST,33.9428,-118.2826,33.9428,-118.2826
181717436,10/11/18,10/10/18,2200,17,Devonshire,1794,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,ROSCOE                       BL,RESEDA                       BL,34.2207,-118.5361,34.2207,-118.5361
181810589,4/28/18,4/28/18,730,18,Southeast,1837,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,IMPRIAL                      HY,STANDFORD,33.9363,-118.2426,33.9363,-118.2426
181824771,12/26/18,12/26/18,1020,18,Southeast,1837,997,TRAFFIC COLLISION,Veh vs Bike,20,M,Black,101,STREET,COMPTON                      AV,106TH                        ST,33.9397,-118.2462,33.9397,-118.2462
181817983,8/30/18,8/28/18,1150,18,Southeast,1861,997,TRAFFIC COLLISION,Veh vs Bike,,M,Other,101,STREET,VERMONT                      AV,105TH                        ST,33.9274,-118.2871,33.9274,-118.2871
181820438,10/12/18,10/12/18,655,18,Southeast,1801,997,TRAFFIC COLLISION,Veh vs Bike,65,M,Black,101,STREET,VERMONT                      AV,92ND                         ST,33.9528,-118.2915,33.9528,-118.2915
181822185,11/10/18,11/9/18,915,18,Southeast,1837,997,TRAFFIC COLLISION,Veh vs Bike,35,F,Black,101,STREET,1600 E  110TH                        ST,,33.9358,-118.2463,33.9358,-118.2463
181816787,8/11/18,8/11/18,905,18,Southeast,1822,997,TRAFFIC COLLISION,Veh vs Bike,54,M,Hispanic/Latin/Mexican,101,STREET,CENTURY                      BL,MAIN                         ST,33.9456,-118.2739,33.9456,-118.2739
181815014,7/11/18,7/11/18,2045,18,Southeast,1822,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Hispanic/Latin/Mexican,101,STREET,MANCHESTER                   AV,TOWNE                        AV,33.9469,-118.2772,33.9469,-118.2772
181817278,8/20/18,8/20/18,1635,18,Southeast,1863,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,AVALON                       BL,IMPERIAL                     HY,33.9311,-118.2652,33.9311,-118.2652
181816750,8/10/18,8/10/18,1930,18,Southeast,1822,997,TRAFFIC COLLISION,Veh vs Bike,33,M,Black,101,STREET,103RD                        ST,SPRING                       ST,33.9429,-118.2762,33.9429,-118.2762
181813797,6/20/18,6/20/18,1300,18,Southeast,1826,997,TRAFFIC COLLISION,Veh vs Bike,46,M,Black,101,STREET,COMPTON                      AV,103RD                        ST,33.9433,-118.2462,33.9433,-118.2462
181816924,8/12/18,8/12/18,1430,18,Southeast,1849,997,TRAFFIC COLLISION,Veh vs Bike,55,M,Black,101,STREET,110TH                        ST,ANZAC,33.9351,-118.2379,33.9351,-118.2379
181818151,9/3/18,9/3/18,1150,18,Southeast,1822,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Black,101,STREET,103RD                        ST,FIGUEROA                     ST,33.9428,-118.2826,33.9428,-118.2826
181816655,8/9/18,8/7/18,1855,18,Southeast,1829,997,TRAFFIC COLLISION,Veh vs Bike,35,M,Black,101,STREET,102ND                        ST,JUNIPER,33.9439,-118.2326,33.9439,-118.2326
181814889,7/9/18,7/9/18,230,18,Southeast,1849,997,TRAFFIC COLLISION,Veh vs Bike,61,M,Black,101,STREET,WILMINGTON                   AV,110TH                        ST,33.9352,-118.239,33.9352,-118.239
181812210,5/25/18,5/24/18,1915,18,Southeast,1802,997,TRAFFIC COLLISION,Veh vs Bike,36,M,Hispanic/Latin/Mexican,101,STREET,BROADWAY,92ND,33.9528,-118.2782,33.9528,-118.2782
181824119,12/15/18,12/15/18,1100,18,Southeast,1844,997,TRAFFIC COLLISION,Veh vs Bike,54,M,Hispanic/Latin/Mexican,101,STREET,SAN PEDRO                    ST,109TH                        ST,33.9374,-118.2695,33.9374,-118.2695
181821675,11/2/18,11/1/18,2055,18,Southeast,1863,997,TRAFFIC COLLISION,Veh vs Bike,44,F,Hispanic/Latin/Mexican,101,STREET,118TH                        PL,AVALON,33.9256,-118.2652,33.9256,-118.2652
181816346,8/3/18,8/3/18,1100,18,Southeast,1849,997,TRAFFIC COLLISION,Veh vs Bike,61,F,Black,101,STREET,114TH                        ST,WILMINGTON,33.9315,-118.239,33.9315,-118.239
181812485,5/30/18,5/30/18,830,18,Southeast,1801,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Hispanic/Latin/Mexican,102,SIDEWALK,MANCHESTER                   AV,MENLO                        AV,33.9601,-118.2904,33.9601,-118.2904
181814662,7/5/18,7/4/18,2045,18,Southeast,1838,997,TRAFFIC COLLISION,Veh vs Bike,41,M,Black,101,STREET,108TH                        ST,WILMINGTON                   AV,33.9399,-118.2362,33.9399,-118.2362
181815006,7/10/18,7/10/18,550,18,Southeast,1838,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Hispanic/Latin/Mexican,101,STREET,SANTA ANA                    BL,CROESUS,33.936,-118.2338,33.936,-118.2338
141914207,6/25/14,6/24/14,1940,19,Mission,1999,997,TRAFFIC COLLISION,Veh vs Bike,44,M,White,101,STREET,WOODMAN                      AV,STRATHERN                    ST,34.2178,-118.4309,34.2178,-118.4309
131919782,9/21/13,9/20/13,1930,19,Mission,1999,997,TRAFFIC COLLISION,Veh vs Bike,40,M,Hispanic/Latin/Mexican,101,STREET,VENTURA CANYON               AV,STRATHERN                    ST,34.2178,-118.4287,34.2178,-118.4287
171911713,5/18/17,5/17/17,755,19,Mission,1998,997,TRAFFIC COLLISION,Veh vs Bike,33,M,Hispanic/Latin/Mexican,101,STREET,VAN NUYS                     BL,LORNE                        ST,34.2168,-118.4488,34.2168,-118.4488
181909060,4/6/18,4/6/18,1800,19,Mission,1999,997,TRAFFIC COLLISION,Veh vs Bike,45,M,White,101,STREET,ALLOTT                       AV,VENTURA CANYON               AV,34.2157,-118.4297,34.2157,-118.4297
151917732,9/7/15,9/7/15,855,19,Mission,1998,997,TRAFFIC COLLISION,Veh vs Bike,48,M,Black,101,STREET,MICHAEL                      ST,VAN NUYS                     BL,34.2153,-118.4409,34.2153,-118.4409
191905106,1/25/19,1/24/19,2215,19,Mission,1998,997,TRAFFIC COLLISION,Veh vs Bike,55,M,Hispanic/Latin/Mexican,101,STREET,BLYTHE                       ST,VAN NUYS                     BL,34.2153,-118.4409,34.2153,-118.4409
191914079,7/28/19,7/28/19,1645,19,Mission,1999,997,TRAFFIC COLLISION,Veh vs Bike,31,M,Hispanic/Latin/Mexican,101,STREET,WOODMAN                      AV,STRATHERN                    ST,34.2153,-118.4309,34.2153,-118.4309
201905552,2/4/20,2/3/20,2125,19,Mission,1995,997,TRAFFIC COLLISION,Veh vs Bike,25,F,Hispanic/Latin/Mexican,101,STREET,VAN NUYS                     BL,BLYTHE                       ST,34.2152,-118.4488,34.2152,-118.4488
191914390,8/3/19,8/3/19,1240,19,Mission,1995,997,TRAFFIC COLLISION,Veh vs Bike,49,M,Hispanic/Latin/Mexican,108,PARKING LOT,VAN NUYS                     BL,ARMINTA                      ST,34.2134,-118.4493,34.2134,-118.4493
182015409,8/9/18,8/9/18,1705,20,Olympic,2049,997,TRAFFIC COLLISION,Veh vs Bike,56,F,Other,101,STREET,VERMONT                      AV,JAMES M WOOD                 BL,34.056,-118.2916,34.056,-118.2916
182007083,2/26/18,2/26/18,1325,20,Olympic,2039,997,TRAFFIC COLLISION,Veh vs Bike,21,F,Hispanic/Latin/Mexican,101,STREET,7TH                          ST,MAGNOLIA                     AV,34.0598,-118.2862,34.0598,-118.2862
191913910,7/24/19,7/24/19,1545,19,Mission,1995,997,TRAFFIC COLLISION,Veh vs Bike,46,M,Hispanic/Latin/Mexican,101,STREET,VAN NUYS                     BL,ARMINTA                      ST,34.2134,-118.4493,34.2134,-118.4493
182006487,2/16/18,2/16/18,1530,20,Olympic,2026,997,TRAFFIC COLLISION,Veh vs Bike,43,F,Hispanic/Latin/Mexican,101,STREET,CATALINA                     ST,4TH                          ST,34.0674,-118.2954,34.0674,-118.2954
182006356,2/14/18,2/14/18,730,20,Olympic,2031,997,TRAFFIC COLLISION,Veh vs Bike,,M,Other Asian,101,STREET,INGRAHAM,WILTON,34.0608,-118.3144,34.0608,-118.3144
131907716,3/4/13,3/4/13,1845,19,Mission,1995,997,TRAFFIC COLLISION,Veh vs Bike,39,M,Hispanic/Latin/Mexican,101,STREET,ARMINTA                      ST,VAN NUYS                     BL,34.2134,-118.4488,34.2134,-118.4488
161908888,3/26/16,3/26/16,1430,19,Mission,1995,997,TRAFFIC COLLISION,Veh vs Bike,32,M,Black,101,STREET,VAN NUYS                     BL,ARMINTA                      ST,34.2134,-118.4488,34.2134,-118.4488
182005529,1/29/18,1/29/18,1130,20,Olympic,2093,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Hispanic/Latin/Mexican,101,STREET,NORMANDIE                    AV,20TH                         ST,34.0382,-118.3003,34.0382,-118.3003
182005164,1/20/18,1/20/18,1010,20,Olympic,2038,997,TRAFFIC COLLISION,Veh vs Bike,68,M,Filipino,101,STREET,8TH                          ST,VERMONT                      AV,34.0578,-118.2916,34.0578,-118.2916
182007910,3/14/18,3/13/18,2000,20,Olympic,2023,997,TRAFFIC COLLISION,Veh vs Bike,57,M,Hispanic/Latin/Mexican,101,STREET,5TH                          ST,HOBART                       BL,34.0654,-118.3054,34.0654,-118.3054
182007073,2/22/18,2/22/18,1530,20,Olympic,2023,997,TRAFFIC COLLISION,Veh vs Bike,71,M,Hispanic/Latin/Mexican,101,STREET,HOBART,4TH,34.0672,-118.3054,34.0672,-118.3054
182005402,1/26/18,1/26/18,2005,20,Olympic,2015,997,TRAFFIC COLLISION,Veh vs Bike,40,F,Other Asian,101,STREET,BEVERLY,JUANITA,34.0745,-118.296,34.0745,-118.296
171907835,3/13/17,3/13/17,1420,19,Mission,1995,997,TRAFFIC COLLISION,Veh vs Bike,39,M,Hispanic/Latin/Mexican,101,STREET,VAN NUYS,ARMINTA,34.2134,-118.4488,34.2134,-118.4488
182005165,1/18/18,1/18/18,1750,20,Olympic,2022,997,TRAFFIC COLLISION,Veh vs Bike,31,F,White,101,STREET,SAINT ANDREWS                PL,5TH                          ST,34.0654,-118.3116,34.0654,-118.3116
182007554,3/6/18,3/6/18,1850,20,Olympic,2024,997,TRAFFIC COLLISION,Veh vs Bike,27,M,Black,101,STREET,OXFORD                       AV,5TH                          ST,34.0654,-118.3079,34.0654,-118.3079
182005432,1/27/18,1/27/18,1530,20,Olympic,2033,997,TRAFFIC COLLISION,Veh vs Bike,23,M,White,101,STREET,OXFORD                       BL,WILSHIRE                     BL,34.0617,-118.3078,34.0617,-118.3078
182004742,1/12/18,1/12/18,2015,20,Olympic,2049,997,TRAFFIC COLLISION,Veh vs Bike,33,F,Hispanic/Latin/Mexican,101,STREET,VERMONT                      AV,S  8TH                          ST,34.0578,-118.2916,34.0578,-118.2916
171921262,11/6/17,11/6/17,2145,19,Mission,1998,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Hispanic/Latin/Mexican,101,STREET,ARMINTA                      ST,VAN NUYS                     BL,34.2134,-118.4488,34.2134,-118.4488
182006180,2/10/18,2/10/18,2000,20,Olympic,2049,997,TRAFFIC COLLISION,Veh vs Bike,26,M,Hispanic/Latin/Mexican,101,STREET,VERMONT                      AV,JAMES M WOOD                 BL,34.056,-118.2916,34.056,-118.2916
182005381,1/26/18,1/25/18,1545,20,Olympic,2039,997,TRAFFIC COLLISION,Veh vs Bike,55,M,White,101,STREET,WILSHIRE                     BL,VIRGIL                       AV,34.0618,-118.287,34.0618,-118.287
161909266,3/31/16,3/31/16,1700,19,Mission,1998,997,TRAFFIC COLLISION,Veh vs Bike,24,F,Hispanic/Latin/Mexican,101,STREET,ARMINTA                      ST,NOLLAN                       PL,34.2128,-118.445,34.2128,-118.445
182005950,2/6/18,2/6/18,1830,20,Olympic,2076,997,TRAFFIC COLLISION,Veh vs Bike,25,M,Hispanic/Latin/Mexican,101,STREET,PICO                         BL,MARIPOSA                     AV,34.0472,-118.2989,34.0472,-118.2989
182005181,1/23/18,1/22/18,2200,20,Olympic,2031,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Other,101,STREET,WESTERN                      AV,INGRAHAM                     ST,34.0607,-118.3091,34.0607,-118.3091
182007501,3/6/18,3/6/18,710,20,Olympic,2088,997,TRAFFIC COLLISION,Veh vs Bike,32,F,Hispanic/Latin/Mexican,101,STREET,VENICE                       BL,WESTMORELAND                 AV,34.0443,-118.2898,34.0443,-118.2898
182019065,10/18/18,10/18/18,1630,20,Olympic,2079,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Hispanic/Latin/Mexican,101,STREET,MENLO                        AV,PICO                         BL,34.0473,-118.2904,34.0473,-118.2904
182106671,2/24/18,2/24/18,1240,21,Topanga,2103,997,TRAFFIC COLLISION,Veh vs Bike,73,M,Hispanic/Latin/Mexican,101,STREET,TOPANGA CANYON               BL,CHASE                        ST,34.2243,-118.606,34.2243,-118.606
182018387,9/29/18,9/29/18,2245,20,Olympic,2013,997,TRAFFIC COLLISION,Veh vs Bike,45,M,Korean,101,STREET,COUNCIL,WESTERN,34.0726,-118.3073,34.0726,-118.3073
182017956,9/27/18,9/27/18,1800,20,Olympic,2076,997,TRAFFIC COLLISION,Veh vs Bike,59,F,Korean,101,STREET,PICO                         BL,BERENDO                      ST,34.0473,-118.2936,34.0473,-118.2936
182011045,5/12/18,5/12/18,1535,20,Olympic,2058,997,TRAFFIC COLLISION,Veh vs Bike,56,F,Other,102,SIDEWALK,ELDEN                        AV,OLYMPIC                      BL,34.0524,-118.2877,34.0524,-118.2877
182017130,9/12/18,9/12/18,1340,20,Olympic,2038,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Hispanic/Latin/Mexican,101,STREET,SHATTO                       PL,7TH                          ST,34.0598,-118.2903,34.0598,-118.2903
182015205,8/5/18,8/5/18,105,20,Olympic,2004,997,TRAFFIC COLLISION,Veh vs Bike,49,F,Hispanic/Latin/Mexican,101,STREET,WESTERN                      AV,BEVERLY                      BL,34.0763,-118.3091,34.0763,-118.3091
182014810,7/28/18,7/28/18,855,20,Olympic,2055,997,TRAFFIC COLLISION,Veh vs Bike,29,M,Hispanic/Latin/Mexican,101,STREET,OLYMPIC                      BL,KENMORE                      AV,34.0527,-118.2968,34.0527,-118.2968
182015160,8/3/18,8/3/18,400,20,Olympic,2088,997,TRAFFIC COLLISION,Veh vs Bike,24,M,Hispanic/Latin/Mexican,101,STREET,VENICE,HOOVER,34.0441,-118.2853,34.0441,-118.2853
182013969,7/6/18,7/6/18,1830,20,Olympic,2044,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,8TH                          ST,KINGSLEY,34.0577,-118.3031,34.0577,-118.3031
182014215,7/15/18,7/15/18,2000,20,Olympic,2015,997,TRAFFIC COLLISION,Veh vs Bike,,F,Hispanic/Latin/Mexican,101,STREET,NEW HAMPSHIRE,1ST,34.0745,-118.2929,34.0745,-118.2929
182017035,9/9/18,9/9/18,1815,20,Olympic,2031,997,TRAFFIC COLLISION,Veh vs Bike,29,F,White,101,STREET,WILTON                       PL,WILSHIRE                     BL,34.0617,-118.3142,34.0617,-118.3142
182017217,9/14/18,9/13/18,2100,20,Olympic,2029,997,TRAFFIC COLLISION,Veh vs Bike,35,M,Other Asian,101,STREET,4TH                          ST,VERMONT                      AV,34.0674,-118.2916,34.0674,-118.2916
182017196,9/12/18,9/12/18,1745,20,Olympic,2053,997,TRAFFIC COLLISION,Veh vs Bike,45,M,Hispanic/Latin/Mexican,101,STREET,OXFORD                       AV,MONETTE                      PL,34.0536,-118.3074,34.0536,-118.3074
182010905,5/10/18,5/10/18,1200,20,Olympic,2033,997,TRAFFIC COLLISION,Veh vs Bike,45,M,Other,101,STREET,SAN MARINO                   ST,SERRANO                      AV,34.0545,-118.3063,34.0545,-118.3063
182009154,4/7/18,4/7/18,1115,20,Olympic,2056,997,TRAFFIC COLLISION,Veh vs Bike,73,M,Other Asian,102,SIDEWALK,HARVARD                      BL,OLYMPIC                      BL,34.0509,-118.2937,34.0509,-118.2937
